rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
18,10485250,K00745.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---HAS_SEC_TCE,16.46983774,1.361e-05,-1.361e-05,180.881761,0.000623,-0.000623,2455013.882,0.000623,-0.000623,0.0,,,,,,0.292,0.118,-0.101,9.4378,0.06,-0.06,,,,10479.0,39.9,-39.9,0.092509,0.000598,-0.001109,0.19353,0.02009,-0.01907,LS+MCMC,7.94,0.89,-0.89,0.1147,,,88.81,,,595.0,,,29.61,12.01,-8.91,14.05,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2075,0.49,q1_q17_dr25_koi,43.1625,258.8247,303.4,1,66.0,1.0,q1_q17_dr25_tce,1111101110111011000000000000000,0.0112,Mandel and Agol (2002 ApJ 580 171),,,010/010485/010485250/dv/kplr010485250-20160209194854_dvr.pdf,010/010485/010485250/dv/kplr010485250-001-20160209194854_dvs.pdf,5152.0,168.0,-153.0,4.517,0.088,-0.072,-0.2,0.3,-0.3,0.786,0.088,-0.088,0.741,0.106,-0.057,,,,q1_q17_dr25_stellar,297.15442,47.668701,15.788,16.529,15.724,15.47,15.29,14.176,13.688,13.555,0.0,19.81029277,8.7e-07,47.6686305,9.5e-06,-0.092,0.032,-0.25,0.034,0.0007,0.0013,0.0008,0.0019,-0.04,0.068,-0.004,0.067,0.04,0.068,0.017,0.07,0.001,0.072,0.017,0.071
19,10526549,K00746.01,Kepler-660 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.27358173,1.037e-05,-1.037e-05,173.258155,0.000877,-0.000877,2455006.258,0.000877,-0.000877,0.0,,,,,,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,,,,1288.3,16.8,-16.8,0.032563,0.003061,-0.00063,1.93557,0.52971,-0.14046,LS+MCMC,2.47,0.2,-0.24,0.0759,,,88.93,,,649.0,,,41.85,12.49,-11.7,20.65,5.6,-5.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1263,0.6019,q1_q17_dr25_koi,9.616924,71.48005,87.2,1,144.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0504,Mandel and Agol (2002 ApJ 580 171),,,010/010526/010526549/dv/kplr010526549-20160209194854_dvr.pdf,010/010526/010526549/dv/kplr010526549-001-20160209194854_dvs.pdf,4856.0,131.0,-146.0,4.583,0.065,-0.035,-0.3,0.3,-0.3,0.696,0.056,-0.068,0.676,0.088,-0.047,,,,q1_q17_dr25_stellar,288.13824,47.724449,15.302,16.111,15.24,14.955,14.765,13.672,13.12,13.033,0.037,19.2092154,5.3e-06,47.724506,4.6e-05,-0.05,0.19,0.2,0.16,0.00034,0.00024,0.00019,0.00022,-0.059,0.085,-0.008,0.073,0.059,0.085,0.042,0.084,0.344,0.081,0.346,0.081
20,10583066,K00747.01,Kepler-661 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.02930329,5.509e-06,-5.509e-06,171.602959,0.000713,-0.000713,2455004.603,0.000713,-0.000713,0.0,,,,,,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,,,,1912.7,34.4,-34.4,0.038838,0.001021,-0.001203,13.09803,1.84066,-3.66782,LS+MCMC,2.85,0.26,-0.15,0.0585,,,89.5,,,678.0,,,50.04,16.4,-9.88,29.31,4.1,-4.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0628,0.6908,q1_q17_dr25_koi,6.876831,52.36939,65.4,1,215.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,010/010583/010583066/dv/kplr010583066-20160209194854_dvr.pdf,010/010583/010583066/dv/kplr010583066-001-20160209194854_dvs.pdf,4537.0,123.0,-123.0,4.648,0.02,-0.056,0.21,0.2,-0.3,0.672,0.062,-0.036,0.761,0.033,-0.067,,,,q1_q17_dr25_stellar,283.71088,47.86327,15.784,16.838,15.758,15.332,15.1,14.001,13.37,13.231,0.77,18.9140505,6.1e-06,47.863205,5.8e-05,-0.32,0.22,-0.24,0.21,-0.00017,0.00043,-0.0001,0.00044,0.11,0.11,0.01,0.12,0.11,0.11,-0.19,0.11,-0.24,0.12,0.3,0.1
21,10583180,K00748.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2.696370652,7.534e-06,-7.534e-06,170.73769,0.00234,-0.00234,2455003.738,0.00234,-0.00234,0.0,,,,,,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,,,,397.9,9.5,-9.5,0.017673,0.000551,-0.000311,0.51471,0.01428,-0.14593,LS+MCMC,1.58,0.13,-0.16,0.0349,,,89.56,,,1066.0,,,305.34,96.64,-86.33,5.827,0.162,-0.162,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,5.508401,34.570904,48.2,1,501.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0505,Mandel and Agol (2002 ApJ 580 171),,,010/010583/010583180/dv/kplr010583180-20160209194854_dvr.pdf,010/010583/010583180/dv/kplr010583180-001-20160209194854_dvs.pdf,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.1,0.25,-0.3,0.819,0.067,-0.082,0.781,0.078,-0.056,,,,q1_q17_dr25_stellar,283.76547,47.804298,15.269,16.07,15.204,14.926,14.789,13.732,13.212,13.14,0.0,18.917658,1e-05,47.80415,0.0001,-1.47,0.37,-0.53,0.37,0.00047,0.00012,0.00019,0.00012,1.08,0.58,2.19,0.52,2.44,0.53,0.89,0.52,2.32,0.5,2.49,0.54
22,10601284,K00749.01,Kepler-226 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.349553819,8.834e-06,-8.834e-06,171.80694,0.00127,-0.00127,2455004.807,0.00127,-0.00127,0.0,,,,,,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,,,,831.0,14.8,-14.8,0.025706,0.000845,-0.000453,1.73782,0.00625,-0.73875,LS+MCMC,2.55,0.16,-0.24,0.0563,,,89.62,,,919.0,,,168.99,34.66,-38.48,13.8015,0.0496,-0.0496,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,6.0370364,48.504196,60.6,3,247.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7722,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-001-20160209194854_dvs.pdf,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,,,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.002,19.4917224,9.3e-06,47.880883,8.4e-05,-0.71,0.34,-0.38,0.3,0.00055,0.00028,0.0003,0.00025,0.04,0.13,-0.02,0.12,0.04,0.13,-0.02,0.12,-0.03,0.12,0.04,0.12
23,10601284,K00749.02,Kepler-226 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.94105221,1.094e-05,-1.094e-05,136.08662,0.00233,-0.00233,2454969.087,0.00233,-0.00233,0.0,,,,,,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,,,,363.3,13.9,-13.9,0.017105,0.000703,-0.000557,1.85636,0.37935,-0.52982,LS+MCMC,1.7,0.11,-0.16,0.046,,,88.88,,,1018.0,,,253.15,51.91,-57.65,11.51,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.5118856,22.749151,28.9,3,322.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.923,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-002-20160209194854_dvs.pdf,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,,,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.464,19.491748,2e-05,47.8811,0.00018,0.2,0.72,0.38,0.65,-8e-05,0.00025,-0.00013,0.00022,-0.23,0.22,0.35,0.31,0.42,0.22,-0.24,0.19,0.34,0.2,0.42,0.2
24,10601284,K00749.03,Kepler-226 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.10904807,6.787e-05,-6.787e-05,132.8031,0.00716,-0.00716,2454965.803,0.00716,-0.00716,0.0,,,,,,0.025,0.425,-0.025,3.596,0.198,-0.198,,,,217.4,16.8,-16.8,0.013127,0.00087,-0.000503,1.5302,0.23293,-0.63643,LS+MCMC,1.3,0.09,-0.12,0.0743,,,89.92,,,800.0,,,97.03,19.9,-22.09,17.46,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.434382,9.776852,14.1,3,141.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7742,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-003-20160209194854_dvs.pdf,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,,,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847,4.7e-05,47.88095,0.00043,3.8,1.7,-0.1,1.6,-0.00072,0.00032,2e-05,0.00029,-0.11,0.93,-0.14,0.56,0.18,0.87,-0.15,0.99,-0.15,0.56,0.22,0.96
25,2306756,K00113.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,,386.6030528,0.0001369,-0.0001369,166.342079,0.000299,-0.000299,2454999.342,0.000299,-0.000299,0.0,,,,,,0.9765,0.0497,-0.0268,6.8057,0.0184,-0.0184,,,,24927.0,45.8,-45.8,0.240528,0.03529,-0.019779,4.63335,0.31031,-0.12558,MCMC,41.5,1.68,-1.68,1.0719,,,89.95,,,297.0,,,1.84,0.26,-0.24,332.0,22.2,-22.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2251,0.4707,q1_q16_koi,,,994.0,1,,1.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,002/002306/002306756/dv/kplr002306756-20130815195353_dvr.pdf,002/002306/002306756/dv/kplr002306756-001-20130826182306_dvs.pdf,5543.0,79.0,-79.0,4.081,0.014,-0.014,0.44,0.101,-0.101,1.58,0.064,-0.064,1.103,0.097,-0.097,,,,stellar_q1_q16,292.27374,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72,0.002,19.48491512,4.4e-07,37.6715786,6.2e-06,-0.008,0.019,0.067,0.022,-0.0007,0.0034,0.0006,0.0043,0.001,0.068,0.037,0.068,0.037,0.068,0.001,0.075,0.163,0.07,0.163,0.07
26,10662202,K00750.01,Kepler-662 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.67699193,7.01e-05,-7.01e-05,171.53594,0.00258,-0.00258,2455004.536,0.00258,-0.00258,0.0,,,,,,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,,,,857.2,27.1,-27.1,0.032666,2.1e-05,-0.005743,0.60007,4.80948,-0.06216,LS+MCMC,2.95,0.12,-0.23,0.1408,,,87.91,,,530.0,,,18.64,2.78,-3.8,24.6,11.6,-11.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,5.911944,24.54073,34.3,4,62.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6183,Mandel and Agol (2002 ApJ 580 171),,,010/010662/010662202/dv/kplr010662202-20160209194854_dvr.pdf,010/010662/010662202/dv/kplr010662202-001-20160209194854_dvs.pdf,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.18,0.15,-0.15,0.828,0.032,-0.065,0.791,0.05,-0.029,,,,q1_q17_dr25_stellar,290.46512,47.92918,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201,0.103,19.364357,1.2e-05,47.92911,0.00012,0.54,0.43,-0.26,0.43,-0.00064,0.00037,0.0,0.00037,-0.1,0.12,-0.04,0.21,0.11,0.16,-0.28,0.13,-0.23,0.21,0.36,0.19
27,10682541,K00751.01,Kepler-663 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.99677968,1.389e-05,-1.389e-05,171.74208,0.00219,-0.00219,2455004.742,0.00219,-0.00219,0.0,,,,,,0.71,0.006,-0.533,2.1717,0.0762,-0.0762,,,,934.7,39.7,-39.7,0.030014,0.004603,-0.002436,1.71827,2.68075,-1.40683,LS+MCMC,2.78,0.52,-0.23,0.0559,,,86.9,,,917.0,,,166.95,102.06,-42.14,13.14,5.1,-5.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.132564,24.283327,28.2,1,208.0,1.0,q1_q17_dr25_tce,1111101110111011000000000000000,0.036,Mandel and Agol (2002 ApJ 580 171),,,010/010682/010682541/dv/kplr010682541-20160209194854_dvr.pdf,010/010682/010682541/dv/kplr010682541-001-20160209194854_dvs.pdf,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.18,0.2,-0.3,0.847,0.161,-0.069,0.931,0.063,-0.094,,,,q1_q17_dr25_stellar,297.80826,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891,1.2e-05,47.94662,0.00013,0.26,0.45,-0.17,0.48,2e-05,0.00045,1e-05,0.00049,-0.14,0.18,0.17,0.26,0.22,0.25,-0.06,0.19,0.1,0.22,0.11,0.22
28,11460018,K00769.01,Kepler-671 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.280963604,6.141e-06,-6.141e-06,171.89659,0.00115,-0.00115,2455004.897,0.00115,-0.00115,0.0,,,,,,0.424,0.112,-0.356,2.875,0.042,-0.042,,,,750.8,14.1,-14.1,0.025377,0.000141,-0.000935,1.24482,0.4541,-0.15577,LS+MCMC,2.3,0.58,-0.19,0.0503,,,87.72,,,1012.0,,,247.87,182.24,-63.32,10.64,3.9,-3.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,6.7006826,52.913242,61.8,1,311.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4302,Mandel and Agol (2002 ApJ 580 171),,,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,011/011460/011460018/dv/kplr011460018-001-20160209194854_dvs.pdf,5644.0,152.0,-169.0,4.564,0.032,-0.168,-0.14,0.3,-0.3,0.831,0.207,-0.069,0.928,0.094,-0.115,,,,q1_q17_dr25_stellar,294.26581,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.0,19.6177106,5.3e-06,49.314102,5.1e-05,-0.33,0.19,0.04,0.18,0.00073,0.00014,6e-05,0.00014,0.003,0.089,-0.065,0.088,0.066,0.088,-0.015,0.089,0.158,0.088,0.158,0.088
29,11463211,K00770.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,1.50635409,4.7e-07,-4.7e-07,170.998064,0.000246,-0.000246,2455003.998,0.000246,-0.000246,0.0,,,,,,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,,,,2211.7,18.3,-18.3,0.049899,0.002001,-0.004217,0.84722,0.97599,-0.30543,LS+MCMC,4.53,1.01,-0.44,0.025,,,79.38,,,1452.0,,,1054.12,703.1,-292.26,4.67,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,q1_q17_dr25_koi,9.787732,130.6654,181.1,1,882.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,011/011463/011463211/dv/kplr011463211-20160209194854_dvr.pdf,011/011463/011463211/dv/kplr011463211-001-20160209194854_dvs.pdf,5714.0,155.0,-172.0,4.563,0.04,-0.16,-0.2,0.3,-0.3,0.831,0.186,-0.08,0.926,0.09,-0.11,,,,q1_q17_dr25_stellar,295.66522,49.351009,15.525,16.051,15.474,15.299,15.23,14.266,13.905,13.821,0.0,19.7110359,2.7e-06,49.351189,2.7e-05,0.769,0.096,0.643,0.097,-0.00174,0.00019,-0.0015,0.00022,0.998,0.075,0.821,0.072,1.292,0.075,0.877,0.074,0.734,0.074,1.144,0.076
30,11465813,K00771.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_CHASES_MARSHALL---ALL_TRANS_CHASES---CENT_FEW_DIFFS,670.645531,0.001237,-0.001237,209.04355,0.00157,-0.00157,2455042.044,0.00157,-0.00157,0.0,,,,,,0.701,0.004,-0.005,53.412,0.131,-0.131,,,,18091.0,33.5,-33.5,0.131705,0.000242,-0.000326,0.02605,0.00045,-0.00046,LS+MCMC,14.14,2.13,-0.71,1.5155,,,89.53,,,196.0,,,0.35,0.15,-0.06,85.24,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,q1_q17_dr25_koi,70.64302,96.96236,642.7,1,3.0,1.0,q1_q17_dr25_tce,11100011111111111000000000000000,0.0001,Mandel and Agol (2002 ApJ 580 171),,,011/011465/011465813/dv/kplr011465813-20160209194854_dvr.pdf,011/011465/011465813/dv/kplr011465813-001-20160209194854_dvs.pdf,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.48,0.05,-0.15,0.983,0.148,-0.049,1.03,0.042,-0.058,,,,q1_q17_dr25_stellar,296.69861,49.316479,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254,0.0,19.7798916,1.8e-06,49.316601,1.1e-05,-0.551,0.062,0.435,0.039,0.0175,0.0035,-0.0049,0.0051,-1.286,0.069,0.227,0.094,1.306,0.07,-1.047,0.089,0.31,0.12,1.092,0.092
31,11493732,K00772.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_ALT---DEEP_V_SHAPED,61.2563628,0.000156,-0.000156,173.83826,0.00209,-0.00209,2455006.838,0.00209,-0.00209,0.0,,,,,,1.248,6.912,-0.067,7.633,0.105,-0.105,,,,5123.3,70.6,-70.6,0.334628,6.817256,-0.062365,0.12411,1.16709,-0.01383,LS+MCMC,39.87,12.79,-5.48,0.3137,,,87.54,,,505.0,,,15.43,14.85,-5.51,29.1,14.4,-14.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3239,q1_q17_dr25_koi,31.079844,73.10389,85.3,1,13.0,1.0,q1_q17_dr25_tce,11100010111011101000000000000000,0.8513,Mandel and Agol (2002 ApJ 580 171),,,011/011493/011493732/dv/kplr011493732-20160209194854_dvr.pdf,011/011493/011493732/dv/kplr011493732-001-20160209194854_dvs.pdf,6144.0,184.0,-220.0,4.402,0.072,-0.217,0.0,0.25,-0.3,1.091,0.35,-0.15,1.093,0.166,-0.135,,,,q1_q17_dr25_stellar,283.72592,49.479519,15.25,15.689,15.199,15.062,15.033,14.203,13.851,13.848,0.156,18.915049,5.5e-06,49.479597,5.9e-05,-0.43,0.19,0.28,0.21,0.001,0.0014,-0.0009,0.0019,0.063,0.085,-0.055,0.087,0.083,0.086,-0.069,0.086,-0.028,0.093,0.074,0.087
32,11507101,K00773.01,Kepler-672 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,38.3775486,0.0001602,-0.0001602,172.82048,0.00338,-0.00338,2455005.82,0.00338,-0.00338,0.0,,,,,,0.468,0.461,-0.267,5.588,0.113,-0.113,,,,724.2,23.4,-23.4,0.024901,0.000184,-0.001271,1.40588,0.66103,-0.15885,LS+MCMC,2.82,0.37,-0.34,0.2163,,,89.44,,,529.0,,,18.53,6.72,-4.93,47.8,22.5,-22.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,10.352898,31.946487,34.7,1,37.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3889,Mandel and Agol (2002 ApJ 580 171),,,011/011507/011507101/dv/kplr011507101-20160209194854_dvr.pdf,011/011507/011507101/dv/kplr011507101-001-20160209194854_dvs.pdf,5481.0,82.0,-74.0,4.369,0.121,-0.099,0.16,0.15,-0.15,1.036,0.138,-0.124,0.915,0.061,-0.042,,,,q1_q17_dr25_stellar,291.72202,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.0,19.4481442,8.2e-06,49.480618,8.5e-05,0.36,0.29,-0.91,0.31,0.00067,0.00021,-0.00104,0.00022,-0.85,0.31,1.54,0.49,1.76,0.56,-0.01,0.13,0.04,0.16,0.04,0.14
33,10910878,K00757.02,Kepler-229 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.19725502,9.345e-05,-9.345e-05,165.00404,0.00171,-0.00171,2454998.004,0.00171,-0.00171,0.0,,,,,,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,,,,2213.9,45.5,-45.5,0.041693,0.00118,-0.000613,3.9471,0.11711,-0.98055,LS+MCMC,3.86,0.15,-0.33,0.217,,,89.96,,,439.0,,,8.76,1.27,-1.9,70.75,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,11.918161,37.877567,51.2,3,26.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.1551,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-002-20160209194854_dvs.pdf,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.16,0.15,-0.15,0.848,0.033,-0.072,0.801,0.052,-0.03,,,,q1_q17_dr25_stellar,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.123,19.1332861,8.4e-06,48.37579,8e-05,-0.43,0.3,0.0,0.29,0.00111,0.00073,0.00012,0.00079,0.12,0.19,0.0,0.13,0.12,0.19,0.07,0.2,0.03,0.16,0.08,0.16
34,10910878,K00757.03,Kepler-229 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.252962249,9.577e-06,-9.577e-06,171.30126,0.00117,-0.00117,2455004.301,0.00117,-0.00117,0.0,,,,,,0.105,0.329,-0.105,2.5819,0.0426,-0.0426,,,,1036.9,24.5,-24.5,0.028604,0.001027,-0.000484,3.28707,0.14618,-1.14248,LS+MCMC,2.65,0.1,-0.23,0.0617,,,89.68,,,823.0,,,108.3,15.73,-23.44,18.94,0.842,-0.842,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,5.834264,35.96252,47.1,3,167.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.7587,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-003-20160209194854_dvs.pdf,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.16,0.15,-0.15,0.848,0.033,-0.072,0.801,0.052,-0.03,,,,q1_q17_dr25_stellar,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.236,19.1332878,9.6e-06,48.375832,9e-05,-0.36,0.34,0.15,0.33,0.00042,0.00033,-9e-05,0.00032,0.03,0.16,0.05,0.14,0.06,0.16,-0.02,0.12,0.05,0.13,0.05,0.13
